House_number,Date,Energy Demand
MAC000003,02-01-2013,19.98
MAC000003,03-01-2013,23.522
MAC000003,04-01-2013,20.949
MAC000003,05-01-2013,22.061
MAC000003,06-01-2013,39.806
MAC000003,07-01-2013,40.185
MAC000003,08-01-2013,40.282
MAC000003,09-01-2013,19.656
MAC000003,10-01-2013,40.258
MAC000003,11-01-2013,40.689
MAC000003,12-01-2013,43.441
MAC000003,13-01-2013,42.574
MAC000003,14-01-2013,40.057
MAC000003,15-01-2013,35.001
MAC000003,16-01-2013,36.17
MAC000003,17-01-2013,37.327
MAC000003,18-01-2013,47.99
MAC000003,19-01-2013,46.483
MAC000003,20-01-2013,43.496
MAC000003,21-01-2013,45.641
MAC000003,22-01-2013,40.698
MAC000003,23-01-2013,42.639
MAC000003,24-01-2013,43.096
MAC000003,25-01-2013,40.106
MAC000003,26-01-2013,41.21
MAC000003,27-01-2013,40.569
MAC000003,28-01-2013,19.75
MAC000003,29-01-2013,18.79
MAC000003,30-01-2013,17.891
MAC000003,31-01-2013,21.224
MAC000003,01-02-2013,21.759
MAC000003,02-02-2013,40.441
MAC000003,03-02-2013,43.321
MAC000003,04-02-2013,39.737
MAC000003,05-02-2013,40.286
MAC000003,06-02-2013,43.625
MAC000003,07-02-2013,42.32
MAC000003,08-02-2013,41.473
MAC000003,09-02-2013,40.345
MAC000003,10-02-2013,42.594
MAC000003,11-02-2013,41.367
MAC000003,12-02-2013,40.765
MAC000003,13-02-2013,41.606
MAC000003,14-02-2013,40.257
MAC000003,15-02-2013,41.006
MAC000003,16-02-2013,42.039
MAC000003,17-02-2013,26.182
MAC000003,18-02-2013,24.43
MAC000003,19-02-2013,21.235
MAC000003,20-02-2013,24.387
MAC000003,21-02-2013,45.157
MAC000003,22-02-2013,43.29
MAC000003,23-02-2013,40.939
MAC000003,24-02-2013,43.358
MAC000003,25-02-2013,41.769
MAC000003,26-02-2013,38.933
MAC000003,27-02-2013,42.413
MAC000003,28-02-2013,40.041
MAC000003,01-03-2013,42.63
MAC000003,02-03-2013,41.497
MAC000003,03-03-2013,45.066
MAC000003,04-03-2013,48.269
MAC000003,05-03-2013,41.916
MAC000003,06-03-2013,41.119
MAC000003,07-03-2013,35.237
MAC000003,08-03-2013,36.999
MAC000003,09-03-2013,16.717
MAC000003,10-03-2013,44.955
MAC000003,11-03-2013,40.821
MAC000003,12-03-2013,39.762
MAC000003,13-03-2013,40.745
MAC000003,14-03-2013,44.253
MAC000003,15-03-2013,42.189
MAC000003,16-03-2013,39.08
MAC000003,17-03-2013,2.984
MAC000003,18-03-2013,2.121
MAC000003,19-03-2013,1.705
MAC000003,20-03-2013,1.536
MAC000003,21-03-2013,1.452
MAC000003,22-03-2013,1.861
MAC000003,23-03-2013,1.496
MAC000003,24-03-2013,1.55
MAC000003,25-03-2013,35.577
MAC000003,26-03-2013,50.759
MAC000003,27-03-2013,42.253
MAC000003,28-03-2013,43.769
MAC000003,29-03-2013,43.583
MAC000003,30-03-2013,41.766
MAC000003,31-03-2013,42.014
MAC000003,01-04-2013,44.373
MAC000003,02-04-2013,43.266
MAC000003,03-04-2013,43.664
MAC000003,04-04-2013,41.023
MAC000003,05-04-2013,43.782
MAC000003,06-04-2013,40.892
MAC000003,07-04-2013,43.064
MAC000003,08-04-2013,42.396
MAC000003,09-04-2013,42.251
MAC000003,10-04-2013,41.451
MAC000003,11-04-2013,40.561
MAC000003,12-04-2013,14.953
MAC000003,13-04-2013,12.449
MAC000003,14-04-2013,11.82
MAC000003,15-04-2013,13.033
MAC000003,16-04-2013,13.317
MAC000003,17-04-2013,14.715
MAC000003,18-04-2013,14.435
MAC000003,19-04-2013,12.945
MAC000003,20-04-2013,13.007
MAC000003,21-04-2013,12.213
MAC000003,22-04-2013,11.282
MAC000003,23-04-2013,12.686
MAC000003,24-04-2013,14.341
MAC000003,25-04-2013,14.879
MAC000003,26-04-2013,13.553
MAC000003,27-04-2013,12.112
MAC000003,28-04-2013,12.708
MAC000003,29-04-2013,14.978
MAC000003,30-04-2013,12.109
MAC000003,01-05-2013,12.076
MAC000003,02-05-2013,14.199
MAC000003,03-05-2013,14.96
MAC000003,04-05-2013,10.892
MAC000003,05-05-2013,11.642
MAC000003,06-05-2013,11.375
MAC000003,07-05-2013,10.549
MAC000003,08-05-2013,10.085
MAC000003,09-05-2013,11.402
MAC000003,10-05-2013,10.989
MAC000003,11-05-2013,11.797
MAC000003,12-05-2013,14.059
MAC000003,13-05-2013,13.366
MAC000003,14-05-2013,11.375
MAC000003,15-05-2013,11.56
MAC000003,16-05-2013,11.669
MAC000003,17-05-2013,10.978
MAC000003,18-05-2013,13.025
MAC000003,19-05-2013,10.468
MAC000003,20-05-2013,10.867
MAC000003,21-05-2013,12.55
MAC000003,22-05-2013,11.762
MAC000003,23-05-2013,11.818
MAC000003,24-05-2013,9.443
MAC000003,25-05-2013,13.288
MAC000003,26-05-2013,10.409
MAC000003,27-05-2013,19.107
MAC000003,28-05-2013,12.11
MAC000003,29-05-2013,12.136
MAC000003,30-05-2013,11.037
MAC000003,31-05-2013,13.18
MAC000003,01-06-2013,11.276
MAC000003,02-06-2013,12.707
MAC000003,03-06-2013,10.841
MAC000003,04-06-2013,10.538
MAC000003,05-06-2013,11.301
MAC000003,06-06-2013,12.234
MAC000003,07-06-2013,11.789
MAC000003,08-06-2013,10.84
MAC000003,09-06-2013,11.799
MAC000003,10-06-2013,10.91
MAC000003,11-06-2013,14.187
MAC000003,12-06-2013,10.921
MAC000003,13-06-2013,11.531
MAC000003,14-06-2013,10.699
MAC000003,15-06-2013,10.996
MAC000003,16-06-2013,15.5
MAC000003,17-06-2013,14.096
MAC000003,18-06-2013,10.813
MAC000003,19-06-2013,12.458
MAC000003,20-06-2013,11.191
MAC000003,21-06-2013,11.437
MAC000003,22-06-2013,13.003
MAC000003,23-06-2013,14.935
MAC000003,24-06-2013,12.129
MAC000003,25-06-2013,12.359
MAC000003,26-06-2013,11.636
MAC000003,27-06-2013,12.824
MAC000003,28-06-2013,11.666
MAC000003,29-06-2013,10.799
MAC000003,30-06-2013,12.56
MAC000003,01-07-2013,13.428
MAC000003,02-07-2013,11.163
MAC000003,03-07-2013,10.803
MAC000003,04-07-2013,10.853
MAC000003,05-07-2013,11.651
MAC000003,06-07-2013,11.026
MAC000003,07-07-2013,10.949
MAC000003,08-07-2013,14.086
MAC000003,09-07-2013,10.844
MAC000003,10-07-2013,11.035
MAC000003,11-07-2013,10.36
MAC000003,12-07-2013,11.275
MAC000003,13-07-2013,11.762
MAC000003,14-07-2013,12.89
MAC000003,15-07-2013,12.142
MAC000003,16-07-2013,12.207
MAC000003,17-07-2013,10.975
MAC000003,18-07-2013,11.681
MAC000003,19-07-2013,12.421
MAC000003,20-07-2013,11.622
MAC000003,21-07-2013,10.691
MAC000003,22-07-2013,13.044
MAC000003,23-07-2013,11.149
MAC000003,24-07-2013,12.548
MAC000003,25-07-2013,12.136
MAC000003,26-07-2013,14.191
MAC000003,27-07-2013,12.228
MAC000003,28-07-2013,10.463
MAC000003,29-07-2013,12.737
MAC000003,30-07-2013,11.323
MAC000003,31-07-2013,15.017
MAC000003,01-08-2013,14.434
MAC000003,02-08-2013,12.097
MAC000003,03-08-2013,10.218
MAC000003,04-08-2013,12.464
MAC000003,05-08-2013,11.364
MAC000003,06-08-2013,11.289
MAC000003,07-08-2013,10.049
MAC000003,08-08-2013,11.997
MAC000003,09-08-2013,12.003
MAC000003,10-08-2013,12.152
MAC000003,11-08-2013,13.253
MAC000003,12-08-2013,12.548
MAC000003,13-08-2013,10.83
MAC000003,14-08-2013,11.086
MAC000003,15-08-2013,12.276
MAC000003,16-08-2013,10.948
MAC000003,17-08-2013,11.476
MAC000003,18-08-2013,10.104
MAC000003,19-08-2013,12.195
MAC000003,20-08-2013,11.644
MAC000003,21-08-2013,10.493
MAC000003,22-08-2013,9.988
MAC000003,23-08-2013,11.917
MAC000003,24-08-2013,11.724
MAC000003,25-08-2013,9.709
MAC000003,26-08-2013,12.002
MAC000003,27-08-2013,12.018
MAC000003,28-08-2013,9.44
MAC000003,29-08-2013,10.808
MAC000003,30-08-2013,12.22
MAC000003,31-08-2013,11.371
MAC000003,01-09-2013,10.59
MAC000003,02-09-2013,15.157
MAC000003,03-09-2013,14.881
MAC000003,04-09-2013,14.34
MAC000003,05-09-2013,12.432
MAC000003,06-09-2013,12.056
MAC000003,07-09-2013,11.395
MAC000003,08-09-2013,10.279
MAC000003,09-09-2013,12.313
MAC000003,10-09-2013,11.88
MAC000003,11-09-2013,10.738
MAC000003,12-09-2013,11.076
MAC000003,13-09-2013,11.922
MAC000003,14-09-2013,12.623
MAC000003,15-09-2013,12.965
MAC000003,16-09-2013,13.352
MAC000003,17-09-2013,10.66
MAC000003,18-09-2013,13.136
MAC000003,19-09-2013,10.799
MAC000003,20-09-2013,12.124
MAC000003,21-09-2013,10.111
MAC000003,22-09-2013,11.12
MAC000003,23-09-2013,11.426
MAC000003,24-09-2013,9.966
MAC000003,25-09-2013,10.174
MAC000003,26-09-2013,13.842
MAC000003,27-09-2013,12.837
MAC000003,28-09-2013,10.929
MAC000003,29-09-2013,10.76
MAC000003,30-09-2013,12.989
MAC000003,01-10-2013,11.506
MAC000003,02-10-2013,10.285
MAC000003,03-10-2013,11.773
MAC000003,04-10-2013,10.636
MAC000003,05-10-2013,12.693
MAC000003,06-10-2013,13.546
MAC000003,07-10-2013,11.367
MAC000003,08-10-2013,11.521
MAC000003,09-10-2013,10.229
MAC000003,10-10-2013,9.25
MAC000003,11-10-2013,10.669
MAC000003,12-10-2013,11.349
MAC000003,13-10-2013,9.612
MAC000003,14-10-2013,12.512
MAC000003,15-10-2013,11.559
MAC000003,16-10-2013,11.386
MAC000003,17-10-2013,9.473
MAC000003,18-10-2013,12.154
MAC000003,19-10-2013,11.461
MAC000003,20-10-2013,10.673
MAC000003,21-10-2013,11.013
MAC000003,22-10-2013,10.31
MAC000003,23-10-2013,10.332
MAC000003,24-10-2013,9.794
MAC000003,25-10-2013,11.828
MAC000003,26-10-2013,12.587
MAC000003,27-10-2013,14.2
MAC000003,28-10-2013,12.095
MAC000003,29-10-2013,10.19
MAC000003,30-10-2013,10.533
MAC000003,31-10-2013,11.735
MAC000003,01-11-2013,13.477
MAC000003,02-11-2013,11.235
MAC000003,03-11-2013,10.496
MAC000003,04-11-2013,12.009
MAC000003,05-11-2013,11.058
MAC000003,06-11-2013,11.882
MAC000003,07-11-2013,12.658
MAC000003,08-11-2013,12.594
MAC000003,09-11-2013,12.741
MAC000003,10-11-2013,13.425
MAC000003,11-11-2013,12.147
MAC000003,12-11-2013,11.352
MAC000003,13-11-2013,12.17
MAC000003,14-11-2013,11.487
MAC000003,15-11-2013,12.865
MAC000003,16-11-2013,13.238
MAC000003,17-11-2013,10.769
MAC000003,18-11-2013,32.315
MAC000003,19-11-2013,31.222
MAC000003,20-11-2013,33.038
MAC000003,21-11-2013,31.01
MAC000003,22-11-2013,31.491
MAC000003,23-11-2013,30.357
MAC000003,24-11-2013,30.478
MAC000003,25-11-2013,31.057
MAC000003,26-11-2013,30.477
MAC000003,27-11-2013,12.326
MAC000003,28-11-2013,14.209
MAC000003,29-11-2013,12.299
MAC000003,30-11-2013,11.147
MAC000003,01-12-2013,11.853
MAC000003,02-12-2013,12.641
MAC000003,03-12-2013,12.181
MAC000003,04-12-2013,11.682
MAC000003,05-12-2013,11.578
MAC000003,06-12-2013,12.62
MAC000003,07-12-2013,12.508
MAC000003,08-12-2013,12.817
MAC000003,09-12-2013,13.456
MAC000003,10-12-2013,11.661
MAC000003,11-12-2013,11.394
MAC000003,12-12-2013,12.213
MAC000003,13-12-2013,11.578
MAC000003,14-12-2013,12.394
MAC000003,15-12-2013,30.816
MAC000003,16-12-2013,30.803
MAC000003,17-12-2013,11.345
MAC000003,18-12-2013,13.26
MAC000003,19-12-2013,10.189
MAC000003,20-12-2013,31.684
MAC000003,21-12-2013,12.944
MAC000003,22-12-2013,11.767
MAC000003,23-12-2013,10.288
MAC000003,24-12-2013,34.059
MAC000003,25-12-2013,33.797
MAC000003,26-12-2013,31.277
MAC000003,27-12-2013,31.533
MAC000003,28-12-2013,12.015
MAC000003,29-12-2013,9.746
MAC000003,30-12-2013,10.722
MAC000003,31-12-2013,10.015
MAC000003,01-01-2014,31.576
MAC000003,02-01-2014,30.035
MAC000003,03-01-2014,11.481
MAC000003,04-01-2014,11.79
MAC000003,05-01-2014,9.797
MAC000003,06-01-2014,10.64
MAC000003,07-01-2014,21.163
MAC000003,08-01-2014,10.786
MAC000003,09-01-2014,9.39
MAC000003,10-01-2014,10.408
MAC000003,11-01-2014,31.715
MAC000003,12-01-2014,33.109
MAC000003,13-01-2014,31.186
MAC000003,14-01-2014,29.585
MAC000003,15-01-2014,30.71
MAC000003,16-01-2014,28.5
MAC000003,17-01-2014,31.077
MAC000003,18-01-2014,9.701
MAC000003,19-01-2014,8.337
MAC000003,20-01-2014,9.013
MAC000003,21-01-2014,29.167
MAC000003,22-01-2014,29.737
MAC000003,23-01-2014,10.079
MAC000003,24-01-2014,9.579
MAC000003,25-01-2014,11.834
MAC000003,26-01-2014,9.457
MAC000003,27-01-2014,29.542
MAC000003,28-01-2014,28.814
MAC000003,29-01-2014,32.513
MAC000003,30-01-2014,29.738
MAC000003,31-01-2014,30.765
MAC000003,01-02-2014,30.043
MAC000003,02-02-2014,28.395
MAC000003,03-02-2014,29.482
MAC000003,04-02-2014,29.121
MAC000003,05-02-2014,29.715
MAC000003,06-02-2014,29.664
MAC000003,07-02-2014,31.878
MAC000003,08-02-2014,10.008
MAC000003,09-02-2014,8.642
MAC000003,10-02-2014,9.946
MAC000003,11-02-2014,9.013
MAC000003,12-02-2014,10.514
MAC000003,13-02-2014,29.785
MAC000003,14-02-2014,30.235
MAC000003,15-02-2014,31.449
MAC000003,16-02-2014,31.791
MAC000003,17-02-2014,29.306
MAC000003,18-02-2014,30.476
MAC000003,19-02-2014,10.609
MAC000003,20-02-2014,8.76
MAC000003,21-02-2014,9.088
MAC000003,22-02-2014,9.767
MAC000003,23-02-2014,10.831
MAC000003,24-02-2014,9.069
MAC000003,25-02-2014,9.686
MAC000003,26-02-2014,9.072
MAC000003,27-02-2014,11.511
MAC000003,28-02-2014,0.14
MAC000004,08-05-2012,0.725
MAC000004,09-05-2012,1.407
MAC000004,10-05-2012,1.59
MAC000004,11-05-2012,1.552
MAC000004,12-05-2012,1.6
MAC000004,13-05-2012,1.544
MAC000004,14-05-2012,1.456
MAC000004,15-05-2012,1.608
MAC000004,16-05-2012,1.616
MAC000004,17-05-2012,1.696
MAC000004,18-05-2012,1.612
MAC000004,19-05-2012,1.52
MAC000004,20-05-2012,1.676
MAC000004,21-05-2012,1.441
MAC000004,22-05-2012,1.601
MAC000004,23-05-2012,1.507
MAC000004,24-05-2012,1.409
MAC000004,25-05-2012,1.52
MAC000004,26-05-2012,1.313
MAC000004,27-05-2012,1.473
MAC000004,28-05-2012,1.297
MAC000004,29-05-2012,1.297
MAC000004,30-05-2012,1.364
MAC000004,31-05-2012,1.521
MAC000004,01-06-2012,1.505
MAC000004,02-06-2012,1.497
MAC000004,03-06-2012,1.557
MAC000004,04-06-2012,1.584
MAC000004,05-06-2012,1.671
MAC000004,06-06-2012,1.498
MAC000004,07-06-2012,1.612
MAC000004,08-06-2012,1.571
MAC000004,09-06-2012,1.59
MAC000004,10-06-2012,1.61
MAC000004,11-06-2012,1.582
MAC000004,12-06-2012,1.568
MAC000004,13-06-2012,1.682
MAC000004,14-06-2012,1.454
MAC000004,15-06-2012,0
MAC000004,16-06-2012,1.445
MAC000004,17-06-2012,1.496
MAC000004,18-06-2012,1.533
MAC000004,19-06-2012,2.149
MAC000004,20-06-2012,1.535
MAC000004,21-06-2012,1.362
MAC000004,22-06-2012,1.699
MAC000004,23-06-2012,1.907
MAC000004,24-06-2012,1.723
MAC000004,25-06-2012,2.115
MAC000004,26-06-2012,1.819
MAC000004,27-06-2012,1.621
MAC000004,28-06-2012,1.261
MAC000004,29-06-2012,1.4
MAC000004,30-06-2012,1.559
MAC000004,01-07-2012,1.405
MAC000004,02-07-2012,1.45
MAC000004,03-07-2012,1.687
MAC000004,04-07-2012,1.422
MAC000004,05-07-2012,1.445
MAC000004,06-07-2012,1.426
MAC000004,07-07-2012,1.574
MAC000004,08-07-2012,1.446
MAC000004,09-07-2012,1.621
MAC000004,10-07-2012,1.432
MAC000004,11-07-2012,1.523
MAC000004,12-07-2012,1.462
MAC000004,13-07-2012,1.627
MAC000004,14-07-2012,1.373
MAC000004,15-07-2012,1.582
MAC000004,16-07-2012,1.528
MAC000004,17-07-2012,1.583
MAC000004,18-07-2012,1.506
MAC000004,19-07-2012,1.392
MAC000004,20-07-2012,1.553
MAC000004,21-07-2012,1.422
MAC000004,22-07-2012,1.498
MAC000004,23-07-2012,1.401
MAC000004,24-07-2012,1.416
MAC000004,25-07-2012,1.333
MAC000004,26-07-2012,1.207
MAC000004,27-07-2012,1.439
MAC000004,28-07-2012,1.382
MAC000004,29-07-2012,1.515
MAC000004,30-07-2012,1.435
MAC000004,31-07-2012,1.709
MAC000004,01-08-2012,1.591
MAC000004,02-08-2012,1.478
MAC000004,03-08-2012,1.414
MAC000004,04-08-2012,1.694
MAC000004,05-08-2012,1.9
MAC000004,06-08-2012,1.527
MAC000004,07-08-2012,1.358
MAC000004,08-08-2012,1.551
MAC000004,09-08-2012,1.428
MAC000004,10-08-2012,1.405
MAC000004,11-08-2012,1.43
MAC000004,12-08-2012,1.518
MAC000004,13-08-2012,1.901
MAC000004,14-08-2012,1.831
MAC000004,15-08-2012,1.405
MAC000004,16-08-2012,1.49
MAC000004,17-08-2012,1.408
MAC000004,18-08-2012,1.423
MAC000004,19-08-2012,1.285
MAC000004,20-08-2012,1.372
MAC000004,21-08-2012,1.549
MAC000004,22-08-2012,1.526
MAC000004,23-08-2012,1.429
MAC000004,24-08-2012,1.379
MAC000004,25-08-2012,1.583
MAC000004,26-08-2012,1.462
MAC000004,27-08-2012,1.625
MAC000004,28-08-2012,1.441
MAC000004,29-08-2012,1.567
MAC000004,30-08-2012,1.542
MAC000004,31-08-2012,1.722
MAC000004,01-09-2012,1.418
MAC000004,02-09-2012,1.563
MAC000004,03-09-2012,1.604
MAC000004,04-09-2012,1.394
MAC000004,05-09-2012,1.513
MAC000004,06-09-2012,1.46
MAC000004,07-09-2012,1.61
MAC000004,08-09-2012,1.474
MAC000004,09-09-2012,1.434
MAC000004,10-09-2012,1.557
MAC000004,11-09-2012,1.499
MAC000004,12-09-2012,1.65
MAC000004,13-09-2012,1.475
MAC000004,14-09-2012,1.518
MAC000004,15-09-2012,1.56
MAC000004,16-09-2012,1.581
MAC000004,17-09-2012,1.613
MAC000004,18-09-2012,1.547
MAC000004,19-09-2012,1.604
MAC000004,20-09-2012,1.714
MAC000004,21-09-2012,1.456
MAC000004,22-09-2012,1.53
MAC000004,23-09-2012,1.719
MAC000004,24-09-2012,1.614
MAC000004,25-09-2012,1.747
MAC000004,26-09-2012,1.602
MAC000004,27-09-2012,1.572
MAC000004,28-09-2012,1.543
MAC000004,29-09-2012,1.812
MAC000004,30-09-2012,1.521
MAC000004,01-10-2012,1.618
MAC000004,02-10-2012,1.659
MAC000004,03-10-2012,1.65
MAC000004,04-10-2012,1.452
MAC000004,05-10-2012,1.746
MAC000004,06-10-2012,1.719
MAC000004,07-10-2012,7.354
MAC000004,08-10-2012,4.384
MAC000004,09-10-2012,1.849
MAC000004,10-10-2012,1.858
MAC000004,11-10-2012,1.61
MAC000004,12-10-2012,1.522
MAC000004,13-10-2012,1.728
MAC000004,14-10-2012,1.862
MAC000004,15-10-2012,1.812
MAC000004,16-10-2012,1.538
MAC000004,17-10-2012,1.59
MAC000004,18-10-2012,1.895
MAC000004,19-10-2012,1.597
MAC000004,20-10-2012,1.613
MAC000004,21-10-2012,1.671
MAC000004,22-10-2012,1.532
MAC000004,23-10-2012,1.746
MAC000004,24-10-2012,1.502
MAC000004,25-10-2012,1.729
MAC000004,26-10-2012,1.665
MAC000004,27-10-2012,1.8
MAC000004,28-10-2012,1.775
MAC000004,29-10-2012,1.576
MAC000004,30-10-2012,1.73
MAC000004,31-10-2012,2.051
MAC000004,01-11-2012,1.59
MAC000004,02-11-2012,1.804
MAC000004,03-11-2012,1.626
MAC000004,04-11-2012,1.663
MAC000004,05-11-2012,1.889
MAC000004,06-11-2012,1.647
MAC000004,07-11-2012,1.727
MAC000004,08-11-2012,1.698
MAC000004,09-11-2012,1.675
MAC000004,10-11-2012,1.553
MAC000004,11-11-2012,1.684
MAC000004,12-11-2012,1.797
MAC000004,13-11-2012,1.645
MAC000004,14-11-2012,1.729
MAC000004,15-11-2012,1.553
MAC000004,16-11-2012,1.775
MAC000004,17-11-2012,2.373
MAC000004,18-11-2012,3.6
MAC000004,19-11-2012,3.416
MAC000004,20-11-2012,1.897
MAC000004,21-11-2012,1.764
MAC000004,22-11-2012,1.718
MAC000004,23-11-2012,1.662
MAC000004,24-11-2012,1.685
MAC000004,25-11-2012,1.679
MAC000004,26-11-2012,1.702
MAC000004,27-11-2012,1.815
MAC000004,28-11-2012,1.836
MAC000004,29-11-2012,1.606
MAC000004,30-11-2012,1.89
MAC000004,01-12-2012,1.797
MAC000004,02-12-2012,1.643
MAC000004,03-12-2012,1.78
MAC000004,04-12-2012,2.147
MAC000004,05-12-2012,1.662
MAC000004,06-12-2012,1.902
MAC000004,07-12-2012,1.774
MAC000004,08-12-2012,1.741
MAC000004,09-12-2012,1.832
MAC000004,10-12-2012,1.763
MAC000004,11-12-2012,1.761
MAC000004,12-12-2012,1.846
MAC000004,13-12-2012,1.921
MAC000004,14-12-2012,1.955
MAC000004,15-12-2012,1.646
MAC000004,16-12-2012,1.705
MAC000004,17-12-2012,1.853
MAC000004,18-12-2012,1.788
MAC000004,19-12-2012,1.657
MAC000004,20-12-2012,1.706
MAC000004,21-12-2012,1.966
MAC000004,22-12-2012,1.887
MAC000004,23-12-2012,1.864
MAC000004,24-12-2012,1.814
MAC000004,25-12-2012,1.835
MAC000004,26-12-2012,1.742
MAC000004,27-12-2012,2.708
MAC000004,28-12-2012,4.876
MAC000004,29-12-2012,3.305
MAC000004,30-12-2012,2.792
MAC000004,31-12-2012,1.762
MAC000004,01-01-2013,1.753
MAC000004,02-01-2013,1.916
MAC000004,03-01-2013,1.722
MAC000004,04-01-2013,1.747
MAC000004,05-01-2013,1.614
MAC000004,06-01-2013,1.858
MAC000004,07-01-2013,1.607
MAC000004,08-01-2013,1.743
MAC000004,09-01-2013,1.712
MAC000004,10-01-2013,1.741
MAC000004,11-01-2013,1.739
MAC000004,12-01-2013,1.802
MAC000004,13-01-2013,1.803
MAC000004,14-01-2013,1.952
MAC000004,15-01-2013,1.745
MAC000004,16-01-2013,1.726
MAC000004,17-01-2013,1.805
MAC000004,18-01-2013,1.893
MAC000004,19-01-2013,1.902
MAC000004,20-01-2013,1.704
MAC000004,21-01-2013,2.004
MAC000004,22-01-2013,2.04
MAC000004,23-01-2013,1.611
MAC000004,24-01-2013,1.907
MAC000004,25-01-2013,1.777
MAC000004,26-01-2013,1.847
MAC000004,27-01-2013,1.677
MAC000004,28-01-2013,1.871
MAC000004,29-01-2013,2.284
MAC000004,30-01-2013,1.711
MAC000004,31-01-2013,1.755
MAC000004,01-02-2013,1.762
MAC000004,02-02-2013,2.16
MAC000004,03-02-2013,5.944
MAC000004,04-02-2013,4.326
MAC000004,05-02-2013,1.627
MAC000004,06-02-2013,1.822
MAC000004,07-02-2013,1.816
MAC000004,08-02-2013,1.79
MAC000004,09-02-2013,1.663
MAC000004,10-02-2013,1.837
MAC000004,11-02-2013,1.815
MAC000004,12-02-2013,1.828
MAC000004,13-02-2013,1.856
MAC000004,14-02-2013,1.658
MAC000004,15-02-2013,1.805
MAC000004,16-02-2013,1.804
MAC000004,17-02-2013,1.646
MAC000004,18-02-2013,1.71
MAC000004,19-02-2013,1.884
MAC000004,20-02-2013,1.764
MAC000004,21-02-2013,1.789
MAC000004,22-02-2013,1.908
MAC000004,23-02-2013,1.675
MAC000004,24-02-2013,1.782
MAC000004,25-02-2013,1.925
MAC000004,26-02-2013,1.743
MAC000004,27-02-2013,1.89
MAC000004,28-02-2013,1.746
MAC000004,01-03-2013,1.762
MAC000004,02-03-2013,1.733
MAC000004,03-03-2013,1.802
MAC000004,04-03-2013,1.728
MAC000004,05-03-2013,1.646
MAC000004,06-03-2013,1.594
MAC000004,07-03-2013,1.705
MAC000004,08-03-2013,1.739
MAC000004,09-03-2013,1.566
MAC000004,10-03-2013,1.782
MAC000004,11-03-2013,1.769
MAC000004,12-03-2013,1.831
MAC000004,13-03-2013,1.807
MAC000004,14-03-2013,1.604
MAC000004,15-03-2013,1.749
MAC000004,16-03-2013,1.806
MAC000004,17-03-2013,1.994
MAC000004,18-03-2013,3.044
MAC000004,19-03-2013,2.352
MAC000004,20-03-2013,2.185
MAC000004,21-03-2013,2.101
MAC000004,22-03-2013,2.549
MAC000004,23-03-2013,2.036
MAC000004,24-03-2013,2.542
MAC000004,25-03-2013,1.898
MAC000004,26-03-2013,2.319
MAC000004,27-03-2013,1.82
MAC000004,28-03-2013,1.718
MAC000004,29-03-2013,1.637
MAC000004,30-03-2013,1.711
MAC000004,31-03-2013,1.813
MAC000004,01-04-2013,1.775
MAC000004,02-04-2013,1.754
MAC000004,03-04-2013,1.829
MAC000004,04-04-2013,1.736
MAC000004,05-04-2013,1.694
MAC000004,06-04-2013,1.635
MAC000004,07-04-2013,1.847
MAC000004,08-04-2013,1.635
MAC000004,09-04-2013,1.659
MAC000004,10-04-2013,1.808
MAC000004,11-04-2013,1.766
MAC000004,12-04-2013,1.625
MAC000004,13-04-2013,1.777
MAC000004,14-04-2013,1.763
MAC000004,15-04-2013,1.604
MAC000004,16-04-2013,1.614
MAC000004,17-04-2013,1.558
MAC000004,18-04-2013,1.626
MAC000004,19-04-2013,1.738
MAC000004,20-04-2013,1.799
MAC000004,21-04-2013,1.631
MAC000004,22-04-2013,1.677
MAC000004,23-04-2013,1.592
MAC000004,24-04-2013,1.578
MAC000004,25-04-2013,1.436
MAC000004,26-04-2013,1.691
MAC000004,27-04-2013,1.63
MAC000004,28-04-2013,1.618
MAC000004,29-04-2013,1.696
MAC000004,30-04-2013,1.639
MAC000004,01-05-2013,1.525
MAC000004,02-05-2013,1.606
MAC000004,03-05-2013,1.513
MAC000004,04-05-2013,1.719
MAC000004,05-05-2013,1.556
MAC000004,06-05-2013,1.409
MAC000004,07-05-2013,1.613
MAC000004,08-05-2013,1.485
MAC000004,09-05-2013,1.611
MAC000004,10-05-2013,1.599
MAC000004,11-05-2013,1.555
MAC000004,12-05-2013,1.641
MAC000004,13-05-2013,1.778
MAC000004,14-05-2013,1.638
MAC000004,15-05-2013,1.605
MAC000004,16-05-2013,1.625
MAC000004,17-05-2013,1.612
MAC000004,18-05-2013,1.797
MAC000004,19-05-2013,1.467
MAC000004,20-05-2013,1.706
MAC000004,21-05-2013,1.616
MAC000004,22-05-2013,1.534
MAC000004,23-05-2013,1.629
MAC000004,24-05-2013,1.72
MAC000004,25-05-2013,1.688
MAC000004,26-05-2013,1.561
MAC000004,27-05-2013,1.653
MAC000004,28-05-2013,1.62
MAC000004,29-05-2013,1.572
MAC000004,30-05-2013,1.715
MAC000004,31-05-2013,1.593
MAC000004,01-06-2013,1.549
MAC000004,02-06-2013,1.475
MAC000004,03-06-2013,1.846
MAC000004,04-06-2013,1.557
MAC000004,05-06-2013,1.415
MAC000004,06-06-2013,1.63
MAC000004,07-06-2013,1.447
MAC000004,08-06-2013,1.635
MAC000004,09-06-2013,1.633
MAC000004,10-06-2013,1.552
